e_Mo,e_Co,e_0,e_Cr,e_Mn,sigma,e_C,e_Al,e_V,e_Ni,e_Si,nu
-78.81544494628906,-32.231414794921875,759.6212158203125,-48.49684143066406,-77.95587158203125,18.72864532470703,-39.406646728515625,27.983978271484375,-92.51567077636719,-31.587066650390625,-9.002410888671875,14.52090835571289
-76.87832641601562,-62.406158447265625,742.7733764648438,-49.51153564453125,-71.28288269042969,21.17962074279785,-35.847198486328125,25.034332275390625,-14.5257568359375,-27.889312744140625,-11.13787841796875,17.762508392333984
-82.71040344238281,-11.7191162109375,770.5426025390625,-57.904510498046875,-80.7178955078125,21.83297348022461,-38.327911376953125,15.728057861328125,-61.661773681640625,-31.015106201171875,-10.09185791015625,21.585567474365234
-70.51185607910156,-57.69654846191406,735.96337890625,-48.239898681640625,-68.02278137207031,20.714929580688477,-34.290313720703125,24.711944580078125,-82.68325805664062,-28.02386474609375,-9.731475830078125,25.689743041992188
-78.42816162109375,-33.378692626953125,757.7490844726562,-50.35972595214844,-75.08554077148438,21.393741607666016,-42.79107666015625,24.49053955078125,-55.73992919921875,-29.4796142578125,-7.72784423828125,61.17362594604492
-80.69996643066406,-5.249481201171875,762.7398681640625,-50.75506591796875,-76.43646240234375,21.261287689208984,-42.398681640625,13.015289306640625,-52.35076904296875,-30.48651123046875,-6.84857177734375,81.50272369384766
-72.69113159179688,-17.678863525390625,749.9060668945312,-48.87628173828125,-74.00567626953125,19.567081451416016,-37.8970947265625,14.9581298828125,-37.871063232421875,-31.5084228515625,-9.321807861328125,98.24388122558594
-76.36175537109375,-25.950347900390625,750.4545288085938,-51.467071533203125,-71.41889953613281,20.52320671081543,-36.19232177734375,14.094879150390625,-62.07084655761719,-29.50347900390625,-9.488006591796875,83.19491577148438
-80.28855895996094,-24.579437255859375,761.139404296875,-52.21900939941406,-71.94480895996094,18.23343849182129,-43.011688232421875,27.00634765625,-32.088287353515625,-29.674713134765625,-10.914642333984375,74.76925659179688
-80.17474365234375,-40.743011474609375,757.3938598632812,-53.0367431640625,-75.08607482910156,20.11978530883789,-36.825286865234375,22.562408447265625,-66.34619140625,-31.37738037109375,-10.405792236328125,64.81689453125
-76.67985534667969,-16.157135009765625,751.253662109375,-48.669891357421875,-76.79304504394531,20.891206741333008,-39.353607177734375,15.26104736328125,-41.519317626953125,-28.896881103515625,-7.00640869140625,69.56873321533203
-73.05616760253906,-33.964752197265625,754.0601806640625,-49.545745849609375,-70.36062622070312,22.10124969482422,-39.856842041015625,16.807830810546875,-67.52593994140625,-32.533233642578125,-8.432586669921875,76.38433074951172
-70.34182739257812,-30.0382080078125,747.05859375,-50.23291015625,-71.906005859375,21.2126522064209,-37.134918212890625,2.717803955078125,-88.91725158691406,-29.166046142578125,-9.54620361328125,65.27176666259766
-69.29804992675781,-39.290130615234375,731.9872436523438,-45.16107177734375,-67.55632019042969,19.76064109802246,-32.459136962890625,27.033477783203125,-60.83891296386719,-27.6260986328125,-12.3740234375,50.80213928222656
-73.13179016113281,-43.948944091796875,743.159912109375,-50.1729736328125,-66.56636047363281,19.577810287475586,-37.926116943359375,30.310821533203125,-31.27362060546875,-28.866485595703125,-9.4716796875,46.66667938232422
-70.5498046875,-51.12396240234375,730.844970703125,-48.92022705078125,-70.62188720703125,19.575057983398438,-30.69464111328125,27.474090576171875,-110.63783264160156,-28.33209228515625,-8.895233154296875,16.121232986450195
-70.25686645507812,-50.7044677734375,741.1060791015625,-50.58695983886719,-68.84051513671875,17.542219161987305,-35.736297607421875,20.47412109375,-68.32563781738281,-29.001678466796875,-7.8851318359375,11.820710182189941
-70.59092712402344,-59.514984130859375,750.733642578125,-47.40388488769531,-77.06964111328125,18.97542953491211,-34.941131591796875,24.331878662109375,-101.46702575683594,-32.509246826171875,-8.726715087890625,14.632756233215332
-70.51904296875,-44.850433349609375,738.02880859375,-47.583526611328125,-66.45777893066406,18.77703857421875,-35.60595703125,21.072784423828125,-51.5550537109375,-30.79901123046875,-9.670440673828125,16.839475631713867
-74.00250244140625,-31.4158935546875,743.1013793945312,-50.41291809082031,-66.18325805664062,19.630233764648438,-36.546905517578125,13.606231689453125,-29.79473876953125,-30.364532470703125,-10.3740234375,24.446025848388672
-59.29020690917969,-31.46124267578125,725.152099609375,-42.719879150390625,-67.35939025878906,21.49166488647461,-33.900146484375,23.164337158203125,-91.55677795410156,-26.730865478515625,-11.436676025390625,18.541948318481445
-72.50869750976562,-21.788909912109375,747.1791381835938,-51.256317138671875,-70.82518005371094,20.92795753479004,-35.991790771484375,18.003662109375,-73.66448974609375,-27.7261962890625,-10.992584228515625,20.62576675415039
-85.90821838378906,-34.953399658203125,768.9815673828125,-54.455322265625,-76.19882202148438,19.037124633789062,-38.815521240234375,23.05841064453125,-73.63824462890625,-32.941986083984375,-10.405517578125,20.556194305419922
-80.06886291503906,-9.79241943359375,768.1466674804688,-52.94050598144531,-76.037109375,19.403636932373047,-44.10676574707031,6.7401123046875,-60.099517822265625,-31.0692138671875,-9.478546142578125,27.580322265625
-70.21165466308594,-34.050079345703125,738.51953125,-48.689697265625,-71.74520874023438,18.844093322753906,-36.604156494140625,10.455474853515625,-74.54269409179688,-28.0379638671875,-6.2064208984375,28.20987319946289
-63.79487609863281,-44.05473327636719,720.3082275390625,-47.84747314453125,-64.09848022460938,21.878555297851562,-32.2425537109375,35.6092529296875,-100.69073486328125,-24.708282470703125,-7.9727783203125,49.313358306884766
-77.20367431640625,-30.839019775390625,754.5673828125,-50.271728515625,-71.28047180175781,20.27621078491211,-36.4678955078125,18.497772216796875,-102.66020202636719,-30.0235595703125,-12.31768798828125,48.08656692504883
-77.06929016113281,-40.963348388671875,758.32373046875,-48.45957946777344,-69.90168762207031,21.59575843811035,-44.4476318359375,38.45196533203125,-68.15780639648438,-28.878082275390625,-11.47607421875,45.299461364746094
-73.33071899414062,-34.488983154296875,742.9129638671875,-45.29583740234375,-71.16921997070312,23.099178314208984,-38.382110595703125,24.255035400390625,-39.035858154296875,-30.6434326171875,-11.006072998046875,36.99941635131836
-75.67919921875,-45.266204833984375,751.6976318359375,-48.694671630859375,-71.76789855957031,21.624713897705078,-39.00347900390625,13.168975830078125,-2.48675537109375,-29.829345703125,-10.066009521484375,32.431121826171875
-74.4736328125,-14.84124755859375,753.665771484375,-51.61192321777344,-65.11785888671875,19.356491088867188,-38.54461669921875,8.097076416015625,-35.2171630859375,-32.99090576171875,-13.76141357421875,14.299449920654297
-76.71408081054688,-20.901580810546875,755.9884033203125,-50.523101806640625,-69.54078674316406,17.21112060546875,-39.742767333984375,14.75457763671875,-76.38565063476562,-32.42547607421875,-12.177978515625,38.900306701660156
-76.65666198730469,-24.593994140625,748.6563720703125,-46.87211608886719,-75.15043640136719,17.466835021972656,-36.908843994140625,17.831756591796875,-3.478790283203125,-30.311004638671875,-10.4859619140625,32.91249084472656
-73.72470092773438,-19.288848876953125,747.3648681640625,-47.66712951660156,-73.78498840332031,22.16907501220703,-36.89544677734375,6.493316650390625,-99.81983947753906,-28.630767822265625,-8.758026123046875,33.78034591674805
-68.841552734375,-28.224761962890625,739.9384155273438,-50.33955383300781,-75.23854064941406,20.687000274658203,-33.04803466796875,7.958251953125,-105.58082580566406,-26.65948486328125,-6.38177490234375,28.331684112548828
-75.71931457519531,-41.495269775390625,748.6632080078125,-50.10392761230469,-68.46444702148438,20.38042449951172,-35.82965087890625,21.511016845703125,-97.73068237304688,-31.092041015625,-10.696563720703125,10.295577049255371
-76.12939453125,-44.760894775390625,755.835205078125,-51.16993713378906,-68.82876586914062,19.385387420654297,-40.745819091796875,31.430267333984375,-80.15664672851562,-30.2298583984375,-10.166778564453125,5.984369277954102
-76.778076171875,-36.422882080078125,756.1015625,-49.082916259765625,-68.17207336425781,19.609268188476562,-42.434814453125,24.15643310546875,-51.60784912109375,-30.9072265625,-10.3753662109375,26.397138595581055
-79.19140625,-27.984375,766.1922607421875,-51.40782165527344,-72.8419189453125,19.348121643066406,-44.3212890625,18.230926513671875,-72.29240417480469,-30.2972412109375,-9.704559326171875,24.020233154296875
-75.70654296875,-27.46673583984375,749.238037109375,-50.48585510253906,-72.48472595214844,22.114665985107422,-36.88751220703125,6.806976318359375,-85.82893371582031,-27.83538818359375,-7.6463623046875,42.10053253173828
-71.10183715820312,-40.0897216796875,744.0291748046875,-46.96124267578125,-69.22564697265625,20.175840377807617,-38.400543212890625,23.723968505859375,-48.9403076171875,-28.494598388671875,-9.393646240234375,35.133323669433594
-73.48202514648438,-46.45819091796875,743.6322021484375,-51.456817626953125,-72.04672241210938,19.628498077392578,-31.7105712890625,20.457489013671875,-71.30305480957031,-30.985076904296875,-10.353973388671875,45.47771453857422
-80.01396179199219,-37.19049072265625,755.44775390625,-49.707427978515625,-72.51417541503906,18.404521942138672,-37.93743896484375,17.28497314453125,-34.955474853515625,-30.440185546875,-12.650115966796875,31.86794662475586
-80.10142517089844,-35.96490478515625,762.831298828125,-50.0350341796875,-72.53224182128906,19.940929412841797,-43.5498046875,29.706024169921875,-61.39878845214844,-32.63360595703125,-9.06390380859375,28.72517967224121
-75.82919311523438,-33.178436279296875,756.3206176757812,-49.34089660644531,-74.23388671875,19.6577205657959,-41.17340087890625,22.074371337890625,1.339508056640625,-30.300048828125,-8.8446044921875,14.927982330322266
-75.88223266601562,-14.40869140625,758.778076171875,-53.813446044921875,-68.47969055175781,20.599023818969727,-40.6083984375,9.626373291015625,-69.04417419433594,-30.32598876953125,-11.03875732421875,20.3768253326416
-80.032470703125,-60.87495422363281,761.4124755859375,-49.40580749511719,-77.20846557617188,20.282379150390625,-40.448150634765625,32.86260986328125,-44.45257568359375,-30.013671875,-12.589508056640625,19.486988067626953
-71.45698547363281,-39.85498046875,742.817138671875,-46.79219055175781,-69.54521179199219,15.700357437133789,-35.733734130859375,12.87939453125,-44.28666687011719,-30.325531005859375,-11.455963134765625,14.55913257598877
-79.64678955078125,-41.73773193359375,757.9913330078125,-48.38749694824219,-75.46470642089844,17.626667022705078,-40.30419921875,27.73638916015625,-95.95872497558594,-30.15869140625,-9.761444091796875,7.033872127532959
-80.18690490722656,-25.989593505859375,762.0894165039062,-51.91755676269531,-76.44239807128906,19.357030868530273,-38.47381591796875,20.851531982421875,-57.91517639160156,-31.5404052734375,-10.968505859375,14.851698875427246
-70.29818725585938,-20.314788818359375,743.2071533203125,-49.17362976074219,-76.11447143554688,18.908611297607422,-37.62738037109375,21.876678466796875,-75.40129089355469,-26.598602294921875,-6.91943359375,16.754207611083984
-78.1417236328125,-40.717681884765625,756.1051025390625,-53.03221130371094,-76.02163696289062,19.111541748046875,-36.941741943359375,25.514556884765625,-80.00917053222656,-30.986358642578125,-8.960357666015625,19.064800262451172
-72.9666748046875,-62.98002624511719,739.0701293945312,-52.92805480957031,-65.52584838867188,18.919111251831055,-33.32391357421875,25.787750244140625,-24.075927734375,-28.75030517578125,-10.59429931640625,8.461898803710938
-80.74838256835938,-23.0045166015625,758.06201171875,-53.429962158203125,-70.34539794921875,16.50975227355957,-37.31640625,7.941131591796875,-72.44598388671875,-31.60992431640625,-10.147186279296875,3.949141502380371
-74.96656799316406,-34.599151611328125,752.2242431640625,-50.1927490234375,-75.53695678710938,21.665420532226562,-38.566650390625,27.65704345703125,-36.877349853515625,-29.56158447265625,-8.119293212890625,16.006628036499023
-68.63883972167969,-45.268310546875,737.5118408203125,-45.61944580078125,-70.81532287597656,18.933231353759766,-38.951019287109375,27.784454345703125,-45.05790710449219,-26.10626220703125,-8.252685546875,22.209535598754883
-76.59146118164062,-28.106292724609375,743.3743896484375,-49.642578125,-72.80404663085938,18.908294677734375,-33.375885009765625,25.696929931640625,-90.34466552734375,-29.247314453125,-11.00262451171875,25.689208984375
-80.58660888671875,-36.8558349609375,757.0950317382812,-52.33441162109375,-70.21908569335938,19.89154815673828,-41.018585205078125,17.40216064453125,-39.900115966796875,-30.8267822265625,-9.53729248046875,36.71409606933594
-73.47764587402344,-26.242645263671875,749.7935791015625,-49.29447937011719,-66.94244384765625,21.466838836669922,-38.89056396484375,27.873931884765625,25.86163330078125,-30.63726806640625,-12.927581787109375,35.78435134887695
-80.13021850585938,-24.42755126953125,759.7236328125,-51.10298156738281,-76.83819580078125,19.408395767211914,-39.998199462890625,11.367034912109375,-0.3780517578125,-33.24371337890625,-7.729888916015625,35.01560592651367
-70.81004333496094,-36.042236328125,738.8995971679688,-46.128875732421875,-77.28239440917969,20.646888732910156,-33.706787109375,33.385284423828125,-95.79214477539062,-29.069610595703125,-8.2657470703125,35.491886138916016
-73.72781372070312,-31.794891357421875,747.5321655273438,-52.32844543457031,-75.32200622558594,19.181110382080078,-35.8226318359375,18.83355712890625,-113.179443359375,-27.401336669921875,-7.800506591796875,43.94355010986328
-76.57821655273438,-46.586578369140625,746.9512939453125,-47.11273193359375,-73.44284057617188,20.370399475097656,-34.8289794921875,24.224884033203125,-88.53703308105469,-29.183685302734375,-11.639556884765625,34.96652603149414
-77.92608642578125,-15.63702392578125,756.756103515625,-52.249847412109375,-73.05729675292969,21.325777053833008,-39.58331298828125,7.8248291015625,-60.359405517578125,-30.288299560546875,-9.216094970703125,20.973041534423828
-77.82296752929688,-34.951568603515625,750.1838989257812,-51.198272705078125,-70.48843383789062,19.514720916748047,-36.44482421875,26.319091796875,-82.66938781738281,-30.60394287109375,-12.591552734375,19.826065063476562
-80.26016235351562,-32.133941650390625,758.8017578125,-49.94000244140625,-73.8680419921875,17.925676345825195,-41.21051025390625,22.825286865234375,-28.167388916015625,-29.278839111328125,-11.31805419921875,27.879318237304688
-76.07125854492188,-38.4254150390625,745.16748046875,-50.98783874511719,-66.47779846191406,18.54627227783203,-36.597503662109375,12.20513916015625,-68.20120239257812,-30.81805419921875,-9.501312255859375,18.624475479125977
-75.62559509277344,-21.629791259765625,749.6891479492188,-52.05793762207031,-73.78192138671875,19.57059097290039,-38.827056884765625,5.036651611328125,-91.99836730957031,-28.612274169921875,-7.2335205078125,11.103971481323242
-76.50529479980469,-36.8885498046875,753.981689453125,-50.35932922363281,-71.01296997070312,16.699623107910156,-39.31854248046875,19.81756591796875,-94.7275390625,-30.002166748046875,-9.1907958984375,4.70718240737915
-73.35488891601562,-25.2255859375,751.7708740234375,-46.337188720703125,-69.49069213867188,18.13753318786621,-41.12335205078125,15.91888427734375,-57.463409423828125,-30.60662841796875,-12.552978515625,16.48228645324707
-88.54716491699219,-31.972442626953125,761.8307495117188,-53.18132019042969,-81.49154663085938,19.638442993164062,-37.90087890625,24.02960205078125,-105.52149963378906,-30.26849365234375,-6.3837890625,20.288724899291992
-71.70344543457031,-38.1373291015625,745.02880859375,-45.264984130859375,-70.57820129394531,20.338764190673828,-38.767547607421875,16.3787841796875,-35.1409912109375,-30.396240234375,-10.20050048828125,15.22091007232666
-76.88487243652344,-50.38031005859375,747.2025756835938,-52.86308288574219,-67.61044311523438,21.34484100341797,-35.44171142578125,26.05670166015625,-29.8607177734375,-31.342376708984375,-11.534149169921875,20.626462936401367
-70.37692260742188,-25.097137451171875,748.9960327148438,-54.03965759277344,-69.12158203125,20.60207748413086,-38.50823974609375,24.244232177734375,-62.93165588378906,-27.290679931640625,-10.76995849609375,10.322389602661133
-75.79745483398438,-36.36370849609375,747.15185546875,-46.76106262207031,-69.18171691894531,18.084775924682617,-39.83758544921875,18.189910888671875,-94.02484130859375,-30.600799560546875,-9.352294921875,16.868040084838867
-69.90829467773438,-30.437896728515625,740.8631591796875,-52.0625,-71.51370239257812,21.421932220458984,-32.765655517578125,11.741790771484375,-67.32852172851562,-28.494384765625,-9.6357421875,12.451594352722168
-85.36845397949219,-47.580047607421875,761.445556640625,-51.12852478027344,-76.31452941894531,19.278087615966797,-36.344573974609375,27.9261474609375,-60.00202941894531,-33.651580810546875,-7.88037109375,11.691156387329102
-78.75779724121094,-36.8209228515625,754.8184814453125,-53.05430603027344,-71.96864318847656,19.36041259765625,-38.444366455078125,24.159942626953125,-65.40184020996094,-30.129364013671875,-9.54058837890625,14.834513664245605
-76.80490112304688,-19.3160400390625,748.8259887695312,-49.16908264160156,-71.07791137695312,17.755523681640625,-40.2803955078125,28.72833251953125,-47.29676818847656,-28.803466796875,-10.720703125,15.931574821472168
-69.9879150390625,-47.172607421875,739.0543212890625,-49.24778747558594,-68.1448974609375,18.99480438232422,-33.718536376953125,27.069732666015625,-21.75067138671875,-32.573577880859375,-11.84521484375,9.487414360046387
-69.60908508300781,-39.079742431640625,745.086669921875,-48.200347900390625,-75.81294250488281,18.161460876464844,-35.669036865234375,18.748291015625,-58.26997375488281,-28.1668701171875,-8.65838623046875,9.165048599243164
-70.19845581054688,-49.45196533203125,733.7719116210938,-46.9354248046875,-72.89549255371094,19.61322784423828,-33.809967041015625,26.357635498046875,-100.12991333007812,-27.277587890625,-6.722930908203125,28.525375366210938
-71.19087219238281,-35.3480224609375,747.32861328125,-50.11067199707031,-69.16035461425781,15.995098114013672,-35.5775146484375,15.9827880859375,-108.53776550292969,-30.640869140625,-10.443023681640625,3.3382341861724854
-84.72860717773438,-33.616668701171875,766.3245849609375,-51.77555847167969,-71.4124755859375,19.41110610961914,-39.897186279296875,24.8388671875,-57.51664733886719,-32.948150634765625,-10.615142822265625,33.35847854614258
-80.05244445800781,-30.55047607421875,755.0172119140625,-53.79981994628906,-70.25306701660156,20.367576599121094,-36.6317138671875,20.18231201171875,-71.38572692871094,-30.168212890625,-12.374755859375,44.974830627441406
-79.26481628417969,-43.61419677734375,749.0574340820312,-50.611602783203125,-71.03302001953125,21.45612335205078,-36.718963623046875,32.719940185546875,4.301727294921875,-30.3831787109375,-11.121734619140625,45.96638488769531
-76.888916015625,-33.271514892578125,744.708740234375,-50.17100524902344,-70.16917419433594,21.208053588867188,-35.970977783203125,8.521514892578125,-23.501708984375,-29.80560302734375,-10.798797607421875,30.467775344848633
-72.33172607421875,-19.897064208984375,741.5888671875,-51.841400146484375,-74.85404968261719,20.499998092651367,-32.20184326171875,5.287353515625,-78.74082946777344,-28.72650146484375,-5.972198486328125,22.15973663330078
-73.12506103515625,-19.1053466796875,750.2911987304688,-51.179656982421875,-76.11701965332031,17.4107608795166,-36.59332275390625,12.04400634765625,-58.739532470703125,-29.187896728515625,-8.4022216796875,12.409004211425781
-75.76669311523438,-40.61688232421875,767.4945068359375,-52.87242126464844,-81.04774475097656,19.857051849365234,-42.054443359375,21.58709716796875,-102.129150390625,-31.4266357421875,-7.38427734375,13.2815523147583
-83.82162475585938,-26.413787841796875,770.2054443359375,-51.10205078125,-74.25257873535156,17.607879638671875,-44.86199951171875,27.2099609375,-104.91078186035156,-31.746826171875,-9.134246826171875,6.650189399719238
-75.58145141601562,-36.000579833984375,752.8443603515625,-48.64128112792969,-73.53173828125,17.965049743652344,-40.56451416015625,8.347320556640625,-76.71144104003906,-29.797271728515625,-8.355560302734375,10.345190048217773
-72.09468078613281,-33.802703857421875,749.3126220703125,-48.45976257324219,-72.77482604980469,17.463897705078125,-38.050567626953125,12.9151611328125,-76.44999694824219,-31.851470947265625,-7.929931640625,5.272986888885498
-78.68991088867188,-22.6453857421875,754.48388671875,-50.58171081542969,-74.750732421875,17.381450653076172,-37.734527587890625,14.37774658203125,-29.18121337890625,-28.910919189453125,-10.444427490234375,8.858724594116211
-72.97564697265625,-43.477783203125,753.6360473632812,-52.787872314453125,-70.82232666015625,18.067468643188477,-38.5152587890625,32.61395263671875,-62.17681884765625,-28.32427978515625,-12.613494873046875,6.309101104736328
-75.44515991210938,-28.498870849609375,749.99951171875,-49.56138610839844,-70.24728393554688,17.506629943847656,-37.318817138671875,16.96014404296875,-81.74081420898438,-32.899444580078125,-8.734527587890625,5.445496559143066
-78.85185241699219,-27.68817138671875,753.190673828125,-53.3404541015625,-75.54621887207031,19.333812713623047,-34.508575439453125,14.934478759765625,-51.430267333984375,-30.520294189453125,-10.467193603515625,16.546411514282227
-76.35015869140625,-41.265899658203125,747.7361450195312,-51.06480407714844,-67.2784423828125,16.845304489135742,-36.08294677734375,27.140960693359375,-106.84077453613281,-30.116973876953125,-12.235107421875,6.972830295562744
-69.10354614257812,-62.53965759277344,749.9685668945312,-51.83843994140625,-69.57926940917969,19.241748809814453,-41.2708740234375,26.024078369140625,-72.14701843261719,-26.79150390625,-10.16900634765625,8.703696250915527
-81.13945007324219,-23.732879638671875,760.615966796875,-50.86912536621094,-76.83665466308594,18.256366729736328,-37.2950439453125,10.466156005859375,-95.27104187011719,-33.434783935546875,-10.31591796875,14.199640274047852
-67.55126953125,-19.81817626953125,751.658447265625,-51.374053955078125,-69.66925048828125,19.917766571044922,-37.990692138671875,13.084716796875,-79.64659118652344,-28.385467529296875,-10.750457763671875,8.586555480957031
-69.46482849121094,-23.401519775390625,741.4425659179688,-52.37176513671875,-64.98104858398438,20.937318801879883,-34.279022216796875,18.68597412109375,-77.71246337890625,-31.024749755859375,-11.21539306640625,15.797262191772461
-76.64189147949219,-41.490692138671875,747.4467163085938,-52.458648681640625,-74.62808227539062,18.621267318725586,-34.312744140625,11.0223388671875,-38.781494140625,-28.204803466796875,-7.211822509765625,7.276222229003906
-69.06793212890625,-26.979339599609375,742.3975830078125,-50.1815185546875,-73.16482543945312,19.738605499267578,-37.65130615234375,17.5765380859375,-109.43670654296875,-27.579803466796875,-6.279632568359375,12.576939582824707
-76.98731994628906,-19.499176025390625,758.6444091796875,-54.511871337890625,-76.46038818359375,19.932971954345703,-35.3206787109375,6.73187255859375,-38.8291015625,-31.1925048828125,-10.8385009765625,17.507230758666992
-70.89726257324219,-21.8753662109375,741.142578125,-48.79728698730469,-73.87796020507812,20.838787078857422,-34.21295166015625,11.132965087890625,-101.87261962890625,-27.4581298828125,-9.94073486328125,33.81843948364258
-71.32186889648438,-28.697723388671875,733.1052856445312,-45.86180114746094,-68.580078125,19.53607177734375,-34.7801513671875,7.646514892578125,-60.03668212890625,-28.713775634765625,-9.89398193359375,18.379436492919922
-65.62979125976562,-11.53839111328125,734.289794921875,-48.62542724609375,-70.94261169433594,20.433841705322266,-36.768035888671875,0.727294921875,-69.98165893554688,-24.808441162109375,-6.954315185546875,8.812814712524414
-77.41006469726562,-34.25634765625,760.0670166015625,-53.55804443359375,-78.83389282226562,20.07245445251465,-39.427947998046875,20.589141845703125,-26.853973388671875,-28.4888916015625,-7.324188232421875,19.006683349609375
-83.19430541992188,-36.857940673828125,763.5380859375,-54.5546875,-74.9959716796875,18.17756462097168,-38.30352783203125,31.37530517578125,-74.90133666992188,-30.43524169921875,-11.617156982421875,4.287365436553955
-72.76173400878906,-27.95068359375,757.2392578125,-50.817108154296875,-66.24737548828125,18.12826156616211,-40.552154541015625,12.9541015625,-34.571380615234375,-33.077178955078125,-16.2705078125,9.240584373474121
-78.24935913085938,-26.318206787109375,757.82666015625,-51.86761474609375,-81.14227294921875,18.36009407043457,-37.735137939453125,22.94287109375,-24.776336669921875,-30.43194580078125,-6.668304443359375,26.548738479614258
-77.80818176269531,-20.895233154296875,753.07373046875,-52.87211608886719,-70.28765869140625,18.824092864990234,-38.09161376953125,14.53802490234375,-5.924102783203125,-30.194854736328125,-12.656982421875,35.61949157714844
-77.22251892089844,-25.5963134765625,755.7557373046875,-55.360992431640625,-76.1568603515625,19.199813842773438,-37.192138671875,25.61529541015625,-24.98089599609375,-27.898162841796875,-9.15423583984375,36.73871612548828
-75.02951049804688,-22.840576171875,747.9590454101562,-51.97538757324219,-68.46205139160156,21.132768630981445,-37.195098876953125,9.6787109375,-60.054443359375,-29.50909423828125,-8.8314208984375,41.242244720458984
-78.80119323730469,-17.61761474609375,755.718505859375,-52.3780517578125,-78.52828979492188,20.162118911743164,-35.8201904296875,9.32977294921875,-58.79243469238281,-29.75750732421875,-7.8863525390625,46.827537536621094
-81.42886352539062,-49.547698974609375,766.8414916992188,-53.27410888671875,-72.95382690429688,20.315155029296875,-41.346923828125,29.93548583984375,-88.135498046875,-31.64251708984375,-11.281097412109375,51.49738693237305
-73.16630554199219,-37.555877685546875,746.96630859375,-50.673583984375,-71.82876586914062,21.226322174072266,-34.44549560546875,18.90130615234375,-35.6424560546875,-31.729248046875,-11.4781494140625,48.12601089477539
-79.62750244140625,-13.19183349609375,759.4699096679688,-48.29093933105469,-80.75196838378906,19.370702743530273,-39.026031494140625,16.016815185546875,-33.492889404296875,-31.680267333984375,-6.28839111328125,27.573345184326172
-72.39866638183594,-58.05987548828125,745.11181640625,-50.938232421875,-68.40702819824219,22.06829071044922,-35.3974609375,21.855926513671875,-86.86370849609375,-29.503631591796875,-11.61407470703125,36.85213851928711
-67.83645629882812,-40.56414794921875,741.9163818359375,-48.25367736816406,-65.75225830078125,19.665172576904297,-39.60125732421875,23.66473388671875,-10.43658447265625,-26.216949462890625,-12.14752197265625,26.0456600189209
-75.9552001953125,-40.428863525390625,757.8016357421875,-49.07038879394531,-72.53773498535156,18.802749633789062,-41.34735107421875,27.85015869140625,-6.489776611328125,-33.20306396484375,-11.6680908203125,14.741883277893066
-84.05313110351562,-51.10279846191406,759.2118530273438,-53.889404296875,-71.64822387695312,17.704513549804688,-36.792694091796875,25.17132568359375,-45.85868835449219,-29.68450927734375,-11.224609375,9.236188888549805
-82.19020080566406,-19.503082275390625,764.6920776367188,-52.198089599609375,-76.94847106933594,23.083194732666016,-36.68585205078125,18.102630615234375,-1.855987548828125,-33.898956298828125,-15.185394287109375,32.759891510009766
-81.82952880859375,-19.26849365234375,769.468994140625,-56.033050537109375,-79.10789489746094,17.922069549560547,-39.389801025390625,2.1229248046875,-67.56112670898438,-32.80023193359375,-7.809783935546875,29.30262565612793
-78.19627380371094,-23.039154052734375,753.9205322265625,-51.78028869628906,-73.94134521484375,18.779855728149414,-37.361602783203125,11.505828857421875,-68.50221252441406,-28.752532958984375,-10.153350830078125,41.64567184448242
-71.91845703125,-43.62652587890625,752.584228515625,-49.60992431640625,-75.96316528320312,21.40796661376953,-37.817108154296875,36.932952880859375,-94.34506225585938,-27.47406005859375,-9.36834716796875,42.609371185302734
-76.80755615234375,-42.140869140625,748.7776489257812,-47.27485656738281,-72.34660339355469,21.037601470947266,-37.68585205078125,25.498016357421875,-58.185821533203125,-30.071319580078125,-9.839691162109375,41.81325912475586
-74.13992309570312,-30.063629150390625,747.7305908203125,-51.845367431640625,-71.214111328125,20.21291732788086,-35.33038330078125,12.80889892578125,-44.56254577636719,-28.595855712890625,-10.19866943359375,23.043407440185547
-75.07362365722656,-28.4462890625,750.6448364257812,-48.92430114746094,-76.53277587890625,21.647613525390625,-36.175140380859375,15.73602294921875,-20.654296875,-30.491302490234375,-12.677001953125,30.601503372192383
-76.34761047363281,-33.83966064453125,756.702392578125,-54.222503662109375,-73.816162109375,20.750682830810547,-37.646026611328125,19.154510498046875,-44.06056213378906,-29.948699951171875,-11.1796875,34.830623626708984
-77.45651245117188,-13.15911865234375,750.1845092773438,-49.197509765625,-76.98316955566406,19.982215881347656,-37.30145263671875,7.670074462890625,-38.483795166015625,-32.224334716796875,-7.120697021484375,29.26520538330078
-77.61219787597656,-50.74037170410156,744.99462890625,-48.205810546875,-71.68840026855469,18.804515838623047,-34.649932861328125,24.710205078125,-29.79876708984375,-31.59930419921875,-9.743896484375,16.547649383544922
-71.21221923828125,-27.544464111328125,747.7054443359375,-50.07942199707031,-72.6156005859375,17.59992218017578,-38.4931640625,9.264251708984375,-63.02789306640625,-28.503875732421875,-9.096954345703125,16.052953720092773
-74.10708618164062,-16.20556640625,751.2893676757812,-53.96177673339844,-73.767822265625,18.72393798828125,-36.714080810546875,10.006744384765625,-8.77392578125,-28.73614501953125,-8.867767333984375,12.551624298095703
-73.09214782714844,-21.43511962890625,746.9924926757812,-55.39796447753906,-68.12776184082031,22.609743118286133,-33.4295654296875,5.511627197265625,-61.73268127441406,-29.83172607421875,-10.522216796875,7.8016862869262695
